Site ID,Lon,Lat,Vertical Rate (mm/yr),Vertical Rate - BOP corrected (mm/yr),1-sigma uncertainty (mm/yr),Number of obs,Quality Factor,Average distance between coastal point and observations,,,,,,,
7059,174.243967,-41.249697,-2.757388,-2.757388,1.678297,386,2,5.45521,,,,,,,
7060,174.255048,-41.249973,-2.759963,-2.759963,1.597684,370,1.666667,4.9511,,,,,,,
7061,174.254937,-41.257272,-2.761463,-2.761463,1.750445,379,1.666667,4.971651,,,,,,,
7062,174.264489,-41.247649,-2.771086,-2.771086,1.439236,352,1.666667,4.505789,,,,,,,
7063,174.263179,-41.242951,-2.765898,-2.765898,1.605981,368,1.666667,4.8606,,,,,,,
7064,174.275143,-41.241769,-2.782779,-2.782779,1.464512,390,1.666667,4.939356,,,,,,,
7065,174.277269,-41.231439,-2.761307,-2.761307,1.460738,392,2,5.062375,,,,,,,
7066,174.292796,-41.222337,-2.774782,-2.774782,1.765911,362,1.666667,4.583428,,,,,,,
7067,174.309611,-41.213604,-1.989923,-1.989923,2.595952,98,2.333333,1.460558,,,,,,,
7068,174.308994,-41.217402,-2.756809,-2.756809,1.522293,176,2,2.305011,,,,,,,
7069,174.299149,-41.225388,-2.774782,-2.774782,1.802913,362,1.666667,4.479263,,,,,,,
7070,174.287971,-41.234196,-2.758782,-2.758782,1.572836,381,1.666667,4.657157,,,,,,,
7071,174.292431,-41.248361,-2.791927,-2.791927,1.782183,392,1.666667,4.926775,,,,,,,
7072,174.275994,-41.255022,-2.645976,-2.645976,2.821234,98,2.333333,1.497974,,,,,,,
7073,174.282256,-41.268528,-2.248736,-2.248736,2.652295,101,2,1.59917,,,,,,,
7074,174.26624,-41.273379,-2.145029,-2.145029,2.611317,107,2,1.26724,,,,,,,
7075,174.253055,-41.271719,-2.759858,-2.759858,1.793748,374,1.666667,4.933658,,,,,,,
7076,174.256963,-41.284452,-1.704293,-1.704293,2.570129,366,2,5.240069,,,,,,,
7077,174.243429,-41.284237,-1.808659,-1.808659,2.545711,372,2,5.397098,,,,,,,
7078,174.228393,-41.289113,-1.434895,-1.434895,2.595411,360,2,5.632633,,,,,,,
7079,174.231337,-41.299959,-2.387617,-2.387617,1.531316,3925,1.666667,16.510025,,,,,,,
7080,174.242262,-41.31082,-2.390123,-2.390123,1.385325,2924,2,16.507641,,,,,,,
7081,174.233843,-41.317884,-2.392008,-2.392008,1.330178,3812,2,17.00025,,,,,,,
7082,174.218003,-41.318807,-2.374907,-2.374907,1.62974,3986,2,16.109521,,,,,,,
7083,174.210267,-41.318859,-2.395243,-2.395243,1.299511,4120,2,15.735761,,,,,,,
7084,174.199093,-41.313331,-2.396466,-2.396466,1.44709,4282,2,15.041102,,,,,,,
7085,174.191321,-41.32131,-2.389728,-2.389728,1.57307,4551,2,15.017906,,,,,,,
7086,174.195793,-41.332799,-2.396133,-2.396133,1.621717,4432,2,15.491978,,,,,,,
7087,174.181798,-41.334642,-2.406273,-2.406273,1.547935,4847,2,15.071019,,,,,,,
7088,174.167181,-41.336444,-2.408188,-2.408188,1.565876,5256,1.666667,14.619392,,,,,,,
7089,174.152873,-41.339648,-2.407568,-2.407568,1.579456,5656,1.666667,14.223061,,,,,,,
7090,174.152202,-41.34932,-2.044499,-2.044499,1.368872,6012,1.666667,14.731119,,,,,,,
7091,174.137861,-41.348431,-1.94223,-1.94223,1.404014,356,2,7.134738,,,,,,,
7092,174.123733,-41.351654,-1.992805,-1.992805,1.59447,420,1.666667,7.198578,,,,,,,
7093,174.125583,-41.343425,-1.96604,-1.96604,1.489218,416,1.666667,7.088315,,,,,,,
7094,174.134941,-41.339888,-1.959953,-1.959953,1.763554,390,2,7.047617,,,,,,,
7095,174.147163,-41.333828,-1.149136,-1.149136,2.34139,334,2,6.529577,,,,,,,
7096,174.139912,-41.3263,-1.268716,-1.268716,2.106084,362,2,6.358528,,,,,,,
7097,174.150602,-41.323952,-1.31027,-1.31027,2.387462,355,2,6.420525,,,,,,,
7098,174.160644,-41.32112,-1.881172,-1.881172,2.204392,435,1.666667,7.118456,,,,,,,
7099,174.169571,-41.315658,-1.738267,-1.738267,2.464964,433,1.666667,6.984683,,,,,,,
7100,174.171367,-41.307214,-1.827846,-1.827846,2.25039,449,2,6.844575,,,,,,,
7101,174.176359,-41.295426,-1.859653,-1.859653,2.217913,486,2,6.905795,,,,,,,
7102,174.186267,-41.292185,-1.851453,-1.851453,2.134295,448,2,6.690027,,,,,,,
7103,174.173623,-41.288458,-1.830672,-1.830672,2.313857,496,2,6.892922,,,,,,,
7104,174.161045,-41.290254,-1.91017,-1.91017,2.214169,529,2,6.942448,,,,,,,
7105,174.156667,-41.299484,-2.095049,-2.095049,2.234766,523,1.666667,6.954392,,,,,,,
7106,174.149759,-41.311335,-1.775914,-1.775914,2.123932,535,1.666667,7.203739,,,,,,,
7107,174.136734,-41.309748,-1.557017,-1.557017,2.325409,1369,1.666667,8.460855,,,,,,,
7108,174.14576,-41.301133,-1.791652,-1.791652,2.207115,1107,1.666667,8.28904,,,,,,,
7109,174.149214,-41.289259,-2.058045,-2.058045,2.18601,1130,1.666667,8.229343,,,,,,,
7110,174.13848,-41.284891,-1.894057,-1.894057,2.037388,1665,1.666667,8.230867,,,,,,,
7111,174.128745,-41.296689,-1.574553,-1.574553,2.025979,2015,1.666667,8.144272,,,,,,,
7112,174.115321,-41.300368,-1.902215,-1.902215,1.44321,3203,1.666667,8.154666,,,,,,,
7113,174.120563,-41.308396,-1.926717,-1.926717,1.675492,2503,1.666667,8.340069,,,,,,,
7114,174.110893,-41.318284,-1.947851,-1.947851,1.353171,3214,1.666667,8.489931,,,,,,,
7115,174.110331,-41.328563,-1.966902,-1.966902,1.403962,2857,1.666667,8.820864,,,,,,,
7116,174.098247,-41.333471,-1.974273,-1.974273,1.596838,3334,1.666667,8.56305,,,,,,,
7117,174.098535,-41.342079,-1.980487,-1.980487,1.397925,3098,1.666667,9.04457,,,,,,,
7118,174.089828,-41.34992,-1.95808,-1.95808,1.735366,3007,1.666667,9.118908,,,,,,,
7119,174.088872,-41.358277,-1.962902,-1.962902,1.625975,1196,1.666667,8.587372,,,,,,,
7120,174.073447,-41.355759,-1.919223,-1.919223,1.36733,3357,1.666667,8.879886,,,,,,,
7121,174.076021,-41.368082,-1.921595,-1.921595,1.561862,996,1.666667,7.897735,,,,,,,
7122,174.069764,-41.377995,-1.921903,-1.921903,1.47892,1046,1.666667,7.443011,,,,,,,
7123,174.061428,-41.389214,-1.962803,-1.962803,1.656918,1395,1.666667,7.238712,,,,,,,
7124,174.049829,-41.392007,0.220743,0.220743,2.122125,165,2,1.121525,,,,,,,
7125,174.040929,-41.408875,-0.512075,-0.512075,2.396878,540,1.333333,2.709088,,,,,,,
7126,174.03425,-41.425551,0.011183,0.011183,2.272441,325,1.333333,1.702528,,,,,,,
7127,174.031484,-41.443417,-0.656755,-0.656755,2.342734,338,1.333333,1.297512,,,,,,,
7128,174.029879,-41.46098,-0.508885,-0.508885,2.118673,851,1.333333,3.320791,,,,,,,
7129,167.768552,-47.182853,1.8918,1.8918,10.02445,1,4.666667,28.385001,,,,,,,
7130,167.761969,-47.174041,1.8918,1.8918,9.942408,1,4.666667,27.616991,,,,,,,
7131,167.748666,-47.175877,1.8918,1.8918,9.95051,1,4.666667,28.160342,,,,,,,
7132,167.734372,-47.180919,1.8918,1.8918,10.014767,1,4.666667,29.087925,,,,,,,
7133,167.716874,-47.179098,1.8918,1.8918,10.261844,1,4.666667,29.446978,,,,,,,
7134,167.718019,-47.170039,1.8918,1.8918,9.827832,1,4.666667,28.502429,,,,,,,
7135,167.713388,-47.162514,1.8918,1.8918,9.770664,1,4.666667,27.914872,,,,,,,
7136,167.703727,-47.1575,1.8918,1.8918,9.965247,1,4.666667,27.774926,,,,,,,
7137,167.698219,-47.156206,1.8918,1.8918,9.969454,1,4.666667,27.858554,,,,,,,
7138,167.69057,-47.166749,1.8918,1.8918,10.163261,1,4.666667,29.163403,,,,,,,
7139,167.676178,-47.168558,1.8918,1.8918,10.389671,1,4.666667,29.897955,,,,,,,
7140,167.666984,-47.160359,1.8918,1.8918,10.369697,1,4.666667,29.510351,,,,,,,
7141,167.668451,-47.168888,1.8918,1.8918,10.599666,1,4.666667,30.241796,,,,,,,
7142,167.668572,-47.17811,1.8918,1.8918,11.01634,1,4.666667,31.104563,,,,,,,
7143,167.674284,-47.181734,1.8918,1.8918,10.918136,1,4.666667,31.225386,,,,,,,
7144,167.672394,-47.189728,1.8918,1.8918,11.213636,1,4.666667,32.064969,,,,,,,
7145,167.662691,-47.199807,1.8918,1.8918,11.391651,1,4.666667,33.403341,,,,,,,
7146,167.645104,-47.203718,1.8918,1.8918,11.65988,1,4.666667,34.461807,,,,,,,
7147,167.645285,-47.196446,1.8918,1.8918,11.703215,1,4.666667,33.76943,,,,,,,
7148,167.644812,-47.192642,1.8918,1.8918,11.621419,1,4.666667,33.432663,,,,,,,
7149,167.649697,-47.189182,1.8918,1.8918,11.532944,1,4.666667,32.90874,,,,,,,
7150,167.639477,-47.191217,1.8918,1.8918,11.495576,1,4.666667,33.521803,,,,,,,
7151,167.627577,-47.193951,1.8918,1.8918,11.772316,1,4.666667,34.279191,,,,,,,
7152,167.6122,-47.195938,1.8918,1.8918,12.14336,1,4.666667,35.132638,,,,,,,
7153,167.598103,-47.196486,1.8918,1.8918,12.291121,1,4.666667,35.818994,,,,,,,
7154,167.627577,-47.193951,1.8918,1.8918,11.772316,1,4.666667,34.279191,,,,,,,
7155,167.630997,-47.196113,1.8918,1.8918,11.773944,1,4.666667,34.331733,,,,,,,
7156,167.636286,-47.198889,1.8918,1.8918,11.798811,1,4.666667,34.36718,,,,,,,
7157,167.637655,-47.206965,1.8918,1.8918,12.114386,1,4.666667,35.066957,,,,,,,
7158,167.624783,-47.210011,1.8918,1.8918,12.247552,1,4.666667,35.879243,,,,,,,
7159,167.631283,-47.204485,1.8918,1.8918,11.914929,1,4.666667,35.095444,,,,,,,
7160,167.621429,-47.207828,1.8918,1.8918,12.077641,1,4.666667,35.817271,,,,,,,
7161,167.615476,-47.213679,1.8918,1.8918,12.49517,1,4.666667,36.608794,,,,,,,
7162,167.600239,-47.214723,1.8918,1.8918,12.872595,1,4.666667,37.358683,,,,,,,
7163,167.611275,-47.222258,1.8918,1.8918,12.744347,1,4.666667,37.579301,,,,,,,
7164,167.596416,-47.229311,1.8918,1.8918,13.302646,1,5,38.857149,,,,,,,
7165,167.581927,-47.232366,1.8918,1.8918,13.330672,1,5,39.761229,,,,,,,
7166,167.597276,-47.234754,1.8918,1.8918,13.512998,1,5,39.323169,,,,,,,
7167,167.615281,-47.237809,1.8918,1.8918,13.027791,1,5,38.874006,,,,,,,
7168,167.621336,-47.24425,1.8918,1.8918,13.419865,1,5,39.250639,,,,,,,
7169,167.635259,-47.234785,1.8918,1.8918,12.957308,1,4.666667,37.810463,,,,,,,
7170,167.635738,-47.231468,1.8918,1.8918,12.75374,1,4.666667,37.473086,,,,,,,
7171,167.638438,-47.222605,1.8918,1.8918,12.570295,1,4.666667,36.519761,,,,,,,
7172,167.656914,-47.225941,1.8918,1.8918,12.544128,1,4.666667,36.151738,,,,,,,
7173,167.656914,-47.225941,1.8918,1.8918,12.544128,1,4.666667,36.151738,,,,,,,
7174,167.649227,-47.241416,1.8918,1.8918,12.750273,1,4.666667,37.943169,,,,,,,
7175,167.639556,-47.247371,1.8918,1.8918,13.23816,1,5,38.873041,,,,,,,
7176,167.654681,-47.246993,1.8918,1.8918,13.129176,1,4.666667,38.302498,,,,,,,
7177,167.647488,-47.256944,1.8918,1.8918,13.430808,1,5,39.535604,,,,,,,
7178,167.528459,-47.193581,1.8918,1.8918,13.191839,1,5,39.01037,,,,,,,
7179,167.528459,-47.193581,1.8918,1.8918,13.191839,1,5,39.01037,,,,,,,
7180,167.521971,-47.189084,1.8918,1.8918,13.261479,1,5,38.996339,,,,,,,
7181,167.540753,-47.182106,1.8918,1.8918,12.666561,1,4.666667,37.445188,,,,,,,
7182,167.556988,-47.175498,1.8918,1.8918,12.349688,1,4.666667,36.062857,,,,,,,
7183,167.572538,-47.169109,1.8918,1.8918,11.929264,1,4.666667,34.737832,,,,,,,
7184,167.574016,-47.156051,1.8918,1.8918,11.786807,1,4.666667,33.610388,,,,,,,
7185,167.569555,-47.152583,1.8918,1.8918,11.581757,1,4.666667,33.576027,,,,,,,
7186,167.557325,-47.152277,1.8918,1.8918,11.778755,1,4.666667,34.21854,,,,,,,
7187,167.57388,-47.142164,1.8918,1.8918,11.366772,1,4.666667,32.533736,,,,,,,
7188,167.581196,-47.133823,1.8918,1.8918,11.016763,1,4.666667,31.493431,,,,,,,
7189,167.580529,-47.124602,1.8918,1.8918,10.839506,1,4.666667,30.839742,,,,,,,
7190,167.587063,-47.115712,1.8918,1.8918,10.39921,1,4.666667,29.815125,,,,,,,
7191,167.574627,-47.111725,1.8918,1.8918,10.697904,1,4.666667,30.253934,,,,,,,
7192,167.564717,-47.102925,1.8918,1.8918,10.503101,1,4.666667,30.246893,,,,,,,
7193,167.560467,-47.090473,1.8918,1.8918,10.518525,1,4.666667,29.706645,,,,,,,
7194,167.580958,-47.08428,1.8918,1.8918,9.918025,1,4.666667,28.034342,,,,,,,
7195,167.589653,-47.073582,1.8918,1.8918,9.648267,1,4.666667,26.819612,,,,,,,
7196,167.600353,-47.063445,1.8918,1.8918,9.164422,1,4.666667,25.523966,,,,,,,
7197,167.608907,-47.053025,1.8918,1.8918,8.629366,1,4.666667,24.361857,,,,,,,
7198,167.62033,-47.043853,1.8918,1.8918,8.177033,1,4.666667,23.096583,,,,,,,
7199,167.637772,-47.039107,1.8918,1.8918,7.77789,1,4.666667,21.685514,,,,,,,
7200,167.658037,-47.038413,1.952373,1.952373,1.8155,5,4.666667,35.524291,,,,,,,
7201,167.680294,-47.044283,1.8918,1.8918,7.389203,1,4,19.311842,,,,,,,
7202,167.696764,-47.048415,1.8918,1.8918,7.067359,1,4,18.620003,,,,,,,
7203,167.712681,-47.042495,1.8918,1.8918,6.599032,1,4,17.274185,,,,,,,
7204,167.6994,-47.0345,1.8918,1.8918,6.810374,1,4,17.497502,,,,,,,
7205,167.69718,-47.027474,1.8918,1.8918,6.748209,1,4,17.178895,,,,,,,
7206,167.689561,-47.01679,1.8918,1.8918,6.634111,1,4,17.034516,,,,,,,
7207,167.699398,-47.005454,1.8918,1.8918,6.260504,1,4,15.772,,,,,,,
7208,167.690441,-46.997083,1.8918,1.8918,6.337885,1,4,15.988018,,,,,,,
7209,167.686163,-46.990676,1.8918,1.8918,6.022542,1,4,16.023384,,,,,,,
7210,167.682927,-46.977683,1.8918,1.8918,6.244597,1,4,15.812186,,,,,,,
7211,167.672918,-46.976504,1.8918,1.8918,6.374456,1,4,16.515252,,,,,,,
7212,167.67998,-46.964813,1.8918,1.8918,6.045305,1,3.666667,15.716079,,,,,,,
7213,167.70165,-46.965879,1.8918,1.8918,5.723721,1,3.666667,14.118931,,,,,,,
7214,167.724967,-46.960737,1.8918,1.8918,5.149126,1,3.666667,12.266663,,,,,,,
7215,167.745202,-46.949293,1.8918,1.8918,4.447394,1,3.666667,10.558331,,,,,,,
7216,167.759409,-46.933453,1.8918,1.8918,4.006023,1,3.666667,9.4535,,,,,,,
7217,167.768087,-46.922355,1.8918,1.8918,4.057308,1,3.666667,8.980846,,,,,,,
7218,167.768632,-46.905651,1.8918,1.8918,4.262958,1,3.666667,9.521056,,,,,,,
7219,167.766672,-46.887755,1.8918,1.8918,4.634484,1,4.333333,10.60287,,,,,,,
7220,167.751165,-46.875269,1.8918,1.8918,5.030571,1,4.333333,12.362863,,,,,,,
7221,167.756467,-46.860962,1.8918,1.8918,5.251113,1,4.333333,13.049819,,,,,,,
7222,167.750495,-46.84781,1.8918,1.8918,5.669807,1,4.333333,14.392,,,,,,,
7223,167.740407,-46.839138,1.8918,1.8918,5.936786,1,4.333333,15.619432,,,,,,,
7224,167.728338,-46.832435,1.8918,1.8918,6.272737,1,4.333333,16.796039,,,,,,,
7225,167.726564,-46.822493,1.8918,1.8918,6.680192,1,4.333333,17.691381,,,,,,,
7226,167.721186,-46.811261,1.8918,1.8918,6.918368,1,4.333333,18.898205,,,,,,,
7227,167.709554,-46.805014,1.233152,1.233152,2.009025,20,4.333333,34.12777,,,,,,,
7228,167.703178,-46.794012,1.233152,1.233152,2.066325,20,4.333333,34.879751,,,,,,,
7229,167.713372,-46.789023,1.233152,1.233152,1.791556,20,4.333333,34.334511,,,,,,,
7230,167.714994,-46.776147,1.233152,1.233152,1.770181,20,4.333333,34.660636,,,,,,,
7231,167.706439,-46.760191,1.233152,1.233152,1.764461,20,4.333333,35.832225,,,,,,,
7232,167.707591,-46.749438,1.66077,1.66077,1.529394,19,4.333333,35.985071,,,,,,,
7233,167.719043,-46.742604,1.233152,1.233152,2.061618,20,4.333333,35.753326,,,,,,,
7234,167.724268,-46.725359,0.506004,0.506004,1.954929,75,4.333333,38.709199,,,,,,,
7235,167.719994,-46.715567,0.502387,0.502387,1.987534,121,4,38.601403,,,,,,,
7236,167.729696,-46.712114,0.165386,0.165386,1.835236,140,4,38.374174,,,,,,,
7237,167.745796,-46.704262,0.200598,0.200598,2.033754,255,3.666667,38.410279,,,,,,,
7238,167.760537,-46.695906,0.479995,0.479995,1.78355,319,3.333333,37.855792,,,,,,,
7239,167.783504,-46.689037,0.284817,0.284817,1.651013,546,3,38.1231,,,,,,,
7240,167.797977,-46.693966,-0.432957,-0.432957,1.672754,508,3,38.223781,,,,,,,
7241,167.817031,-46.694921,-0.530419,-0.530419,1.568951,805,3,38.563422,,,,,,,
7242,167.835287,-46.702987,-0.522441,-0.522441,1.323948,1111,2.666667,38.854288,,,,,,,
7243,167.856376,-46.694522,-0.526697,-0.526697,1.404918,1978,2.666667,38.095587,,,,,,,
7244,167.865783,-46.68417,-0.524228,-0.524228,1.469165,2251,2.666667,37.286401,,,,,,,
7245,167.882899,-46.69178,-0.542213,-0.542213,1.393141,2350,2.666667,37.13132,,,,,,,
7246,167.901555,-46.697777,-0.536104,-0.536104,1.592273,2550,2.666667,36.802759,,,,,,,
7247,167.925519,-46.700068,-0.547837,-0.547837,1.486133,2764,2.666667,36.022419,,,,,,,
7248,167.941496,-46.708979,-0.54964,-0.54964,1.65041,2534,2.666667,35.358721,,,,,,,
7249,167.956248,-46.718969,-0.540728,-0.540728,1.474054,2225,2.666667,34.439964,,,,,,,
7250,167.977841,-46.721545,-0.545563,-0.545563,1.649618,2415,2.666667,33.790189,,,,,,,
7251,167.978954,-46.738016,-0.50304,-0.50304,1.564283,1889,2.666667,33.053929,,,,,,,
7252,167.981787,-46.751778,-0.498899,-0.498899,1.407576,1797,2.666667,33.297321,,,,,,,
7253,167.987484,-46.764992,-0.528678,-0.528678,1.392316,1798,2.666667,33.715823,,,,,,,
7254,168.004499,-46.773593,-0.522065,-0.522065,1.663948,1833,2.666667,33.316108,,,,,,,
7255,168.000054,-46.781431,-0.535074,-0.535074,1.552334,1804,2.666667,33.984738,,,,,,,
7256,168.012582,-46.79638,-0.53826,-0.53826,1.440056,1794,2.666667,34.209505,,,,,,,
7257,168.031018,-46.801041,-0.590787,-0.590787,1.378125,1836,2.666667,33.626671,,,,,,,
7258,168.041193,-46.818606,1.980835,1.980835,2.278823,3,3.333333,8.857809,,,,,,,
7259,168.046259,-46.817189,-0.579363,-0.579363,1.563141,1816,2.666667,33.921755,,,,,,,
7260,168.064517,-46.822308,-0.568964,-0.568964,1.636996,1844,2.666667,33.469125,,,,,,,
7261,168.080876,-46.831302,-0.571989,-0.571989,1.507432,1843,2.666667,33.382825,,,,,,,
7262,168.092137,-46.834386,1.289256,1.289256,2.097687,18,3.333333,7.665274,,,,,,,
7263,168.082574,-46.846147,-0.558221,-0.558221,1.771846,1822,2.666667,34.473351,,,,,,,
7265,168.097605,-46.851123,-0.565289,-0.565289,1.430884,1829,2.666667,34.243303,,,,,,,
7266,168.110907,-46.862053,1.980444,1.980444,2.186138,3,2.666667,1.717555,,,,,,,
7267,168.127092,-46.856992,1.980444,1.980444,2.216551,3,2.666667,1.87314,,,,,,,
7268,168.140437,-46.861294,1.980444,1.980444,2.359151,3,2.666667,1.802589,,,,,,,
7269,168.142299,-46.871292,2.7499,2.7499,1.437514,1,2.666667,0.926622,,,,,,,
7270,168.126184,-46.876073,1.980444,1.980444,2.492396,3,2.666667,0.429784,,,,,,,
7271,168.146651,-46.883239,2.088989,2.088989,2.08372,17,2.666667,1.765558,,,,,,,
7272,168.146568,-46.886936,2.088867,2.088867,1.80055,17,2.666667,1.490881,,,,,,,
7273,168.130711,-46.895368,2.4106,2.4106,1.206648,2,2.666667,0.431101,,,,,,,
7275,168.149566,-46.896502,2.055821,2.055821,1.967346,12,2.666667,0.267455,,,,,,,
7276,168.149566,-46.896502,2.055821,2.055821,1.967346,12,2.666667,0.267455,,,,,,,
7277,168.141968,-46.91111,2.136459,2.136459,1.977312,14,3,1.611894,,,,,,,
7278,168.136758,-46.909329,2.136057,2.136057,1.730046,14,2.666667,1.536436,,,,,,,
7279,168.128319,-46.906731,2.136057,2.136057,1.820438,14,2.666667,1.669807,,,,,,,
7280,168.113462,-46.90447,2.275723,2.275723,1.415561,4,2.666667,1.873749,,,,,,,
7281,168.089139,-46.903283,2.088989,2.088989,2.025938,17,3.333333,4.255319,,,,,,,
7282,168.07782,-46.901376,2.088989,2.088989,2.002553,17,3.666667,5.020412,,,,,,,
7283,168.068071,-46.904161,2.088989,2.088989,1.880958,17,3.666667,5.791385,,,,,,,
7284,168.069361,-46.894583,2.088989,2.088989,1.960667,17,3.666667,5.563392,,,,,,,
7285,168.063234,-46.897316,-0.582597,-0.582597,1.609664,1127,3,38.195321,,,,,,,
7286,168.063234,-46.897316,-0.582597,-0.582597,1.609664,1127,3,38.195321,,,,,,,
7287,168.059151,-46.907289,0.38155,0.38155,2.255273,348,3.333333,36.828892,,,,,,,
7288,168.054425,-46.905001,2.088989,2.088989,2.046401,17,3.666667,6.809527,,,,,,,
7289,168.054425,-46.905001,2.088989,2.088989,2.046401,17,3.666667,6.809527,,,,,,,
7290,168.047994,-46.904386,2.088989,2.088989,1.904229,17,3.666667,7.271681,,,,,,,
7291,168.040884,-46.90963,2.088867,2.088867,1.937964,17,3.666667,7.913533,,,,,,,
7292,168.059061,-46.918802,2.088867,2.088867,1.926414,17,3.666667,6.94315,,,,,,,
7293,168.049609,-46.919365,2.088989,2.088989,2.042205,17,3.666667,7.619521,,,,,,,
7294,168.043264,-46.91846,2.088867,2.088867,1.954612,17,3.666667,8.027201,,,,,,,
7295,168.027751,-46.913168,2.088867,2.088867,2.024912,17,3.666667,8.969008,,,,,,,
7296,168.015962,-46.903972,2.157034,2.157034,1.759144,12,3.666667,9.413299,,,,,,,
7297,168.028684,-46.901481,2.088867,2.088867,1.950372,17,3.666667,8.667694,,,,,,,
7298,168.017155,-46.88817,2.157202,2.157202,1.961598,12,3.666667,9.228086,,,,,,,
7299,168.014181,-46.885844,-0.522387,-0.522387,1.419824,416,3,37.780867,,,,,,,
7300,168.010138,-46.877336,-0.557783,-0.557783,1.437877,897,3,38.610976,,,,,,,
7301,167.998658,-46.869413,-0.556852,-0.556852,1.754426,936,3,38.60659,,,,,,,
7302,167.998918,-46.873086,-0.564407,-0.564407,1.682371,711,3,38.494204,,,,,,,
7303,167.999117,-46.894018,1.991999,1.991999,2.104386,4,3.666667,9.631791,,,,,,,
7304,167.999117,-46.894018,1.991999,1.991999,2.104386,4,3.666667,9.631791,,,,,,,
7305,167.977588,-46.890572,1.8918,1.8918,4.028673,1,3.666667,9.043553,,,,,,,
7306,167.97294,-46.908003,1.8918,1.8918,3.8117,1,3.666667,7.700506,,,,,,,
7307,167.976309,-46.917097,1.8918,1.8918,3.465652,1,3.666667,7.530741,,,,,,,
7308,167.976852,-46.931225,1.8918,1.8918,3.586808,1,3.666667,7.196385,,,,,,,
7309,167.95632,-46.93581,1.8918,1.8918,3.116871,1,3.666667,5.58627,,,,,,,
7310,167.950444,-46.938211,1.8918,1.8918,3.059771,1,3.666667,5.123627,,,,,,,
7311,167.92632,-46.959286,1.8918,1.8918,2.691735,1,3.333333,3.927188,,,,,,,
7312,167.919783,-46.968779,1.8918,1.8918,2.450451,1,3.333333,4.250553,,,,,,,
7313,167.909293,-46.97407,1.8918,1.8918,2.490688,1,3.333333,4.287411,,,,,,,
7314,167.92632,-46.959286,1.8918,1.8918,2.691735,1,3.333333,3.927188,,,,,,,
7315,167.955221,-46.957506,1.8918,1.8918,3.010866,1,3.666667,5.821977,,,,,,,
7316,167.958287,-46.95532,1.8918,1.8918,3.235217,1,3.666667,5.968092,,,,,,,
7317,167.965749,-46.941929,1.8918,1.8918,3.145297,1,3.666667,6.289389,,,,,,,
7318,167.98746,-46.928931,1.8918,1.8918,3.756979,1,3.666667,8.032537,,,,,,,
7319,167.993452,-46.928451,1.8918,1.8918,3.903302,1,3.666667,8.491694,,,,,,,
7320,168.015835,-46.929482,2.4106,2.4106,1.390384,2,3.666667,9.108025,,,,,,,
7321,168.026784,-46.938105,2.4106,2.4106,1.281265,2,3.666667,8.810767,,,,,,,
7322,168.0229,-46.951353,2.4106,2.4106,1.290407,2,3.666667,9.893619,,,,,,,
7323,168.028357,-46.950581,2.4106,2.4106,1.304288,2,3.666667,9.514811,,,,,,,
7324,168.060701,-46.948139,1.987476,1.987476,1.830651,16,3.666667,8.607063,,,,,,,
7325,168.071724,-46.954213,1.987476,1.987476,1.66991,16,3.666667,8.53642,,,,,,,
7326,168.088852,-46.955342,2.088989,2.088989,2.020899,17,3.666667,8.014157,,,,,,,
7327,168.09269,-46.957342,1.988707,1.988707,1.84281,16,3.666667,7.94109,,,,,,,
7329,168.123958,-46.96359,1.987476,1.987476,1.888271,16,3.666667,7.805773,,,,,,,
7330,168.122996,-46.96583,2.136057,2.136057,1.675795,14,3.666667,7.773855,,,,,,,
7331,168.091438,-46.974734,2.136459,2.136459,2.027192,14,3.666667,9.483481,,,,,,,
7332,168.074684,-46.98658,0.820979,0.820979,2.312989,20,3.666667,12.532796,,,,,,,
7333,168.074684,-46.98658,0.820979,0.820979,2.312989,20,3.666667,12.532796,,,,,,,
7334,168.081083,-46.990643,0.820979,0.820979,2.120421,20,3.666667,12.742283,,,,,,,
7335,168.094574,-46.988611,0.820979,0.820979,2.213006,20,3.666667,12.217006,,,,,,,
7336,168.105768,-46.993276,0.820979,0.820979,2.146479,20,3.666667,12.478264,,,,,,,
7337,168.131531,-46.990413,0.820979,0.820979,2.201558,20,3.666667,11.911108,,,,,,,
7338,168.138699,-46.985881,2.136459,2.136459,1.692934,14,3.666667,9.837158,,,,,,,
7339,168.140061,-46.983588,2.136057,2.136057,1.702566,14,3.666667,9.578871,,,,,,,
7340,168.146094,-46.969726,2.136459,2.136459,2.023001,14,3.666667,8.036699,,,,,,,
7341,168.1585,-46.97017,2.136057,2.136057,1.949584,14,3.666667,8.156413,,,,,,,
7342,168.1585,-46.97017,2.136057,2.136057,1.949584,14,3.666667,8.156413,,,,,,,
7343,168.177237,-46.97129,2.136459,2.136459,1.889857,14,3.666667,8.582092,,,,,,,
7344,168.172234,-46.954336,2.088989,2.088989,1.831273,17,3.666667,7.204797,,,,,,,
7345,168.175224,-46.949978,2.088989,2.088989,1.846641,17,3.666667,6.832965,,,,,,,
7346,168.170246,-46.931956,1.289256,1.289256,2.373892,18,3.666667,5.139502,,,,,,,
7348,168.191903,-46.926039,-0.575133,-0.575133,1.715578,1229,3,36.874786,,,,,,,
7349,168.195964,-46.926744,0.584085,0.584085,2.222595,19,3.666667,5.948692,,,,,,,
7350,168.187473,-46.927665,-0.57328,-0.57328,1.380157,1139,3,36.911604,,,,,,,
